age,workclass,educational-num,occupation,hours-per-week,income_>50K
23,Private,10,Sales,30,0
79,Local-gov,16,Prof-specialty,40,0
27,Private,9,Handlers-cleaners,50,0
50,Local-gov,13,Prof-specialty,40,1
64,?,2,?,40,0
56,Private,9,Machine-op-inspct,40,1
80,?,2,?,15,0
32,Private,3,Craft-repair,45,1
45,Private,13,Other-service,38,0
68,?,9,?,16,0
43,Private,12,Prof-specialty,40,0
30,Private,13,Exec-managerial,45,1
74,Private,5,Craft-repair,10,0
46,Private,9,Craft-repair,35,0
47,Private,9,Transport-moving,25,0
25,Private,10,Tech-support,43,0
18,?,9,?,40,0
34,Self-emp-not-inc,13,Sales,30,0
54,Self-emp-not-inc,11,Tech-support,10,0
48,Private,9,Machine-op-inspct,16,0
36,Self-emp-not-inc,13,Sales,40,0
26,Private,13,Craft-repair,40,0
49,Private,14,Exec-managerial,45,1
19,Private,9,Sales,40,0
41,Private,9,Craft-repair,40,0
33,Private,13,Prof-specialty,40,1
27,Private,7,Machine-op-inspct,40,0
38,Self-emp-not-inc,9,Craft-repair,40,1
58,Private,3,Machine-op-inspct,48,0
28,Self-emp-not-inc,10,Craft-repair,40,0
66,Self-emp-not-inc,13,Craft-repair,40,0
23,Private,13,Prof-specialty,40,0
43,Private,9,Adm-clerical,40,0
32,Private,10,Tech-support,40,0
41,Private,7,Machine-op-inspct,40,0
43,Private,9,Craft-repair,40,0
40,State-gov,14,Exec-managerial,40,0
44,Private,14,Exec-managerial,40,1
40,Private,7,Handlers-cleaners,40,0
35,Private,13,Sales,52,1
50,Private,11,Farming-fishing,40,1
36,Private,11,Tech-support,40,0
30,Private,9,Adm-clerical,40,0
17,Private,4,Sales,8,0
28,Private,10,Adm-clerical,52,0
43,Private,10,Adm-clerical,40,0
54,Private,4,Craft-repair,40,0
37,Private,14,Prof-specialty,40,0
35,Self-emp-inc,13,Prof-specialty,45,1
56,Self-emp-not-inc,14,Craft-repair,50,1
34,Private,10,Craft-repair,50,0
27,Local-gov,9,Sales,40,0
20,Private,10,Adm-clerical,25,0
33,Private,9,Other-service,40,0
52,Local-gov,14,Prof-specialty,40,1
25,Self-emp-not-inc,9,Farming-fishing,40,0
32,Self-emp-not-inc,13,Prof-specialty,35,1
51,Self-emp-inc,10,Exec-managerial,50,1
50,Self-emp-not-inc,13,Craft-repair,50,0
63,?,10,?,30,1
61,Private,9,Craft-repair,45,1
24,Private,13,Adm-clerical,40,0
34,Private,9,Craft-repair,40,0
42,Private,10,Machine-op-inspct,40,0
40,Private,9,Exec-managerial,45,0
56,Self-emp-not-inc,10,Protective-serv,50,1
36,Private,14,Sales,40,0
19,Private,4,Craft-repair,32,0
39,Private,10,Exec-managerial,40,1
50,Private,9,Machine-op-inspct,40,0
51,Private,10,Exec-managerial,40,0
27,?,9,?,40,0
22,Private,11,Tech-support,60,0
34,Self-emp-inc,14,Sales,60,1
48,Self-emp-not-inc,13,Tech-support,50,0
41,Private,10,Craft-repair,60,1
39,Private,6,Machine-op-inspct,40,0
40,Private,9,Transport-moving,40,0
34,Private,15,Sales,40,1
60,Private,4,Machine-op-inspct,40,0
24,Private,13,Prof-specialty,50,0
37,Private,10,Other-service,20,0
21,Private,9,Handlers-cleaners,38,0
57,Private,9,Other-service,30,0
39,Private,10,Other-service,40,0
49,Private,4,Craft-repair,40,0
34,Self-emp-inc,9,Exec-managerial,50,0
49,Private,10,Sales,55,0
32,Private,13,Prof-specialty,40,0
17,Private,7,Sales,20,0
52,Private,10,Exec-managerial,55,1
68,Private,10,Adm-clerical,40,0
52,Private,12,Machine-op-inspct,40,0
24,Private,14,Exec-managerial,60,1
31,Private,9,Sales,18,0
32,Private,10,Craft-repair,40,0
33,Private,10,Transport-moving,60,0
36,Private,12,Exec-managerial,44,1
44,Self-emp-not-inc,10,Craft-repair,20,0
30,Private,10,Adm-clerical,45,0
36,Private,9,Adm-clerical,40,0
30,Private,15,Prof-specialty,40,0
19,Private,9,Machine-op-inspct,40,0
30,Private,12,Sales,40,0
40,Local-gov,13,Prof-specialty,48,0
25,Private,9,Protective-serv,70,0
49,Private,13,Exec-managerial,50,1
30,Local-gov,9,Other-service,40,0
53,Self-emp-not-inc,15,Prof-specialty,60,1
24,?,5,?,10,0
27,Private,10,Transport-moving,48,0
56,Self-emp-not-inc,14,Prof-specialty,60,1
23,Private,10,Exec-managerial,40,0
38,State-gov,10,Adm-clerical,40,0
65,Private,13,Prof-specialty,40,1
44,Private,13,Exec-managerial,35,1
51,Self-emp-not-inc,9,Farming-fishing,60,1
31,Private,9,Adm-clerical,40,0
28,Private,13,Exec-managerial,60,1
28,Federal-gov,13,Tech-support,40,0
59,Self-emp-not-inc,9,Farming-fishing,70,0
43,Private,13,Adm-clerical,40,1
52,Private,6,Machine-op-inspct,40,0
27,Private,9,Other-service,30,0
26,Private,10,Adm-clerical,25,0
25,Private,10,Adm-clerical,40,0
37,Private,9,Other-service,45,0
61,Local-gov,14,Prof-specialty,70,0
34,Private,11,Other-service,40,1
40,Local-gov,14,Prof-specialty,50,0
25,Private,4,Machine-op-inspct,40,0
35,Private,9,Machine-op-inspct,48,0
35,Federal-gov,13,Exec-managerial,40,0
17,?,6,?,10,0
26,Private,7,Other-service,30,0
39,?,9,?,50,0
25,Private,8,Transport-moving,40,0
51,Private,16,Prof-specialty,60,1
37,Federal-gov,10,Adm-clerical,40,0
23,Private,13,Other-service,35,0
39,Private,9,Craft-repair,50,1
40,Private,9,Craft-repair,40,1
48,Private,10,Sales,40,1
50,Private,13,Craft-repair,40,1
30,Private,13,Sales,40,0
49,Self-emp-inc,10,Exec-managerial,50,0
54,Local-gov,14,Prof-specialty,38,0
48,Private,9,Craft-repair,40,0
62,?,13,?,5,0
36,Private,10,Prof-specialty,50,0
23,Private,13,Tech-support,40,0
21,Private,10,Sales,35,0
36,Private,10,Craft-repair,40,1
42,Private,13,Exec-managerial,60,0
33,Private,13,Prof-specialty,40,0
50,Self-emp-not-inc,13,Exec-managerial,13,0
56,Private,5,Other-service,28,0
35,Self-emp-inc,12,Craft-repair,80,1
43,Private,9,Craft-repair,48,1
35,Private,11,Sales,40,1
23,Private,10,Adm-clerical,40,0
45,Private,9,Handlers-cleaners,50,0
34,Self-emp-not-inc,11,Craft-repair,45,0
58,State-gov,13,Tech-support,40,1
27,Private,10,Machine-op-inspct,40,0
27,Private,9,Sales,50,1
51,Local-gov,4,Other-service,40,0
35,State-gov,9,Other-service,40,0
23,Private,9,Handlers-cleaners,40,0
58,Self-emp-inc,9,Exec-managerial,20,1
48,Private,16,Prof-specialty,40,1
44,Private,11,Priv-house-serv,25,0
19,Private,10,Sales,15,0
38,?,13,?,50,1
58,State-gov,9,Craft-repair,40,0
21,Private,9,Other-service,40,0
52,Private,9,Sales,48,0
28,State-gov,13,Tech-support,20,0
48,Private,9,Craft-repair,40,0
33,Private,9,Craft-repair,40,0
40,Private,10,Exec-managerial,45,1
61,Local-gov,9,Prof-specialty,40,0
21,Private,4,Farming-fishing,40,0
58,Private,12,Priv-house-serv,35,0
21,Private,8,Machine-op-inspct,40,0
19,?,10,?,40,0
64,Private,13,Adm-clerical,40,0
50,Private,14,Exec-managerial,40,1
48,Private,13,Transport-moving,45,1
31,Private,9,Sales,40,0
31,Private,14,Prof-specialty,45,0
38,Private,9,Craft-repair,40,0
49,Self-emp-inc,16,Prof-specialty,50,1
50,Local-gov,6,Other-service,40,0
66,Self-emp-not-inc,13,Exec-managerial,17,1
60,State-gov,13,Exec-managerial,35,0
44,Private,10,Exec-managerial,50,0
35,Private,10,Machine-op-inspct,50,0
41,Private,14,Prof-specialty,40,1
30,Private,5,Handlers-cleaners,40,0
45,Private,8,Transport-moving,40,0
20,Private,9,Transport-moving,40,0
28,Private,9,Transport-moving,40,0
56,Private,9,Craft-repair,40,0
28,Private,9,Craft-repair,50,0
22,Private,9,Other-service,40,0
52,State-gov,10,Exec-managerial,60,1
38,Private,9,Other-service,25,0
29,Private,12,Sales,40,0
44,State-gov,9,Prof-specialty,39,0
42,Private,9,Transport-moving,43,0
53,Private,6,Other-service,34,0
42,Self-emp-not-inc,15,Prof-specialty,40,1
30,Private,9,Craft-repair,50,0
52,State-gov,13,Prof-specialty,40,0
32,Self-emp-not-inc,13,Craft-repair,47,0
26,Local-gov,13,Adm-clerical,41,0
36,Private,13,Prof-specialty,40,0
50,Private,13,Exec-managerial,50,1
42,Self-emp-not-inc,13,Prof-specialty,40,1
45,Private,9,Sales,60,1
60,Private,4,Transport-moving,60,0
39,Private,9,Adm-clerical,45,0
61,Private,9,Exec-managerial,40,0
35,Private,10,Sales,40,1
43,Private,9,Handlers-cleaners,40,0
31,Self-emp-not-inc,13,Exec-managerial,60,1
53,Private,9,Exec-managerial,50,1
42,Private,14,Exec-managerial,40,0
23,Private,9,Handlers-cleaners,38,0
32,Private,10,Tech-support,20,0
35,State-gov,13,Adm-clerical,40,0
38,Local-gov,9,Protective-serv,40,1
25,Federal-gov,10,Craft-repair,40,0
41,Private,10,Other-service,20,0
37,Self-emp-inc,15,Prof-specialty,50,1
47,Self-emp-not-inc,13,Sales,40,1
57,Self-emp-not-inc,16,Prof-specialty,70,1
60,Private,11,Tech-support,40,1
51,Private,9,Exec-managerial,44,0
23,Private,10,Prof-specialty,25,0
62,Self-emp-inc,13,Farming-fishing,60,1
41,Private,9,Handlers-cleaners,40,0
43,Self-emp-not-inc,6,Craft-repair,60,0
29,Private,11,Prof-specialty,40,0
46,Self-emp-inc,13,Prof-specialty,60,1
40,Self-emp-not-inc,13,Sales,40,0
40,Private,9,Other-service,25,0
62,Private,7,Machine-op-inspct,40,0
63,Private,9,Craft-repair,40,0
38,Private,11,Other-service,30,0
60,Local-gov,9,Protective-serv,40,0
47,Federal-gov,10,Adm-clerical,40,0
36,Private,12,Prof-specialty,40,1
77,Private,3,Other-service,20,0
19,Private,10,Adm-clerical,40,0
25,Self-emp-not-inc,9,Sales,40,0
41,Private,13,Exec-managerial,40,1
43,Local-gov,13,Prof-specialty,40,0
31,Private,12,Sales,60,0
47,Federal-gov,13,Prof-specialty,60,1
23,Private,13,Adm-clerical,38,0
34,Private,11,Exec-managerial,40,0
32,Self-emp-inc,16,Prof-specialty,77,0
31,Private,13,Farming-fishing,45,0
23,Private,10,Other-service,35,0
43,Self-emp-not-inc,13,Exec-managerial,50,0
57,Private,13,Sales,40,0
36,Private,14,Exec-managerial,45,0
25,Private,11,Prof-specialty,40,0
60,Private,10,Exec-managerial,40,0
19,Private,10,Handlers-cleaners,20,0
38,Self-emp-inc,9,Exec-managerial,50,0
44,Local-gov,15,Prof-specialty,40,0
41,Private,13,Exec-managerial,60,1
23,Federal-gov,13,Prof-specialty,40,0
20,Private,10,Sales,40,0
18,?,10,?,24,0
30,Private,9,Other-service,32,0
37,Local-gov,9,Protective-serv,35,0
38,Private,11,Adm-clerical,38,0
29,Local-gov,14,Prof-specialty,45,0
36,Private,9,Sales,40,0
33,Private,9,Transport-moving,40,0
19,Private,3,Farming-fishing,36,0
33,Private,7,Handlers-cleaners,50,0
49,Self-emp-not-inc,9,Other-service,40,0
44,Private,9,Sales,24,0
40,Private,9,Handlers-cleaners,40,0
40,Private,10,Exec-managerial,40,0
25,Private,7,Craft-repair,40,0
35,Private,14,Prof-specialty,40,1
27,State-gov,13,Prof-specialty,40,0
49,Local-gov,9,Machine-op-inspct,40,1
37,Private,10,Exec-managerial,57,0
31,Private,9,Adm-clerical,35,0
35,Private,14,Exec-managerial,45,1
30,Private,7,Other-service,30,0
32,Private,15,Sales,60,1
58,Private,13,Sales,50,1
20,Private,7,Craft-repair,40,0
49,Private,13,Exec-managerial,40,0
27,Self-emp-not-inc,9,Craft-repair,40,0
28,Local-gov,10,Exec-managerial,65,0
41,Private,14,Exec-managerial,50,1
58,Private,9,Adm-clerical,40,0
27,?,13,?,6,0
22,Private,9,Machine-op-inspct,40,0
45,Private,10,Sales,40,1
44,Private,9,Craft-repair,40,1
55,State-gov,10,Adm-clerical,37,0
32,Private,9,Machine-op-inspct,40,1
68,Self-emp-inc,12,Sales,70,1
19,Private,9,Prof-specialty,40,0
19,Private,9,Other-service,25,0
32,Private,9,Adm-clerical,40,0
18,Private,6,Sales,25,0
51,?,9,?,38,0
54,Private,10,Craft-repair,45,1
41,Private,10,Craft-repair,45,1
24,Private,13,Tech-support,20,0
35,Federal-gov,5,Farming-fishing,40,0
20,Private,10,Adm-clerical,35,0
35,Private,10,Tech-support,40,0
22,Private,6,Other-service,35,0
36,Private,13,Tech-support,42,0
57,Private,9,Adm-clerical,40,0
20,Private,12,Other-service,40,0
47,Self-emp-not-inc,9,Farming-fishing,65,0
35,Local-gov,9,Adm-clerical,55,0
49,Private,9,Craft-repair,40,1
41,Local-gov,14,Prof-specialty,36,1
27,Private,9,Transport-moving,70,0
53,Private,2,Other-service,40,0
39,Private,14,Other-service,32,0
56,Private,14,Exec-managerial,60,1
18,Private,5,Sales,42,0
42,Private,10,Craft-repair,50,1
43,Private,14,Exec-managerial,40,1
47,Self-emp-inc,15,Prof-specialty,50,1
28,Self-emp-not-inc,14,Prof-specialty,40,0
52,Federal-gov,9,Protective-serv,40,0
50,Private,12,Sales,40,0
19,State-gov,9,Adm-clerical,20,0
65,Without-pay,4,Farming-fishing,50,0
72,Self-emp-not-inc,9,Sales,30,0
36,Local-gov,13,Protective-serv,40,1
33,Private,12,Prof-specialty,50,0
47,Self-emp-inc,9,Sales,40,0
31,Private,9,Other-service,40,0
42,Self-emp-not-inc,9,Sales,40,0
41,Private,9,Adm-clerical,42,0
21,Private,10,Adm-clerical,12,0
31,Private,9,Other-service,40,0
46,Private,9,Other-service,35,0
24,Local-gov,10,Protective-serv,40,0
36,Private,10,Adm-clerical,40,0
20,?,10,?,10,0
19,Private,10,Sales,22,0
30,Self-emp-not-inc,10,Sales,55,1
17,Private,7,Sales,5,0
30,Private,11,Handlers-cleaners,45,0
40,Private,10,Adm-clerical,24,0
33,Private,13,Exec-managerial,50,1
26,Private,9,Craft-repair,40,0
46,Self-emp-inc,11,Exec-managerial,60,1
20,Private,9,Adm-clerical,10,0
36,Private,7,Handlers-cleaners,40,0
52,Local-gov,10,Transport-moving,40,0
50,State-gov,13,Exec-managerial,40,1
36,Private,6,Craft-repair,70,0
59,Private,6,Machine-op-inspct,40,0
30,Private,9,Sales,30,0
49,Private,13,Machine-op-inspct,48,0
31,Private,9,Craft-repair,40,1
71,Self-emp-not-inc,7,Exec-managerial,75,1
38,Private,6,Craft-repair,45,0
24,Private,9,Other-service,35,0
31,Private,9,Adm-clerical,25,0
52,Private,9,Handlers-cleaners,40,1
46,Private,13,Sales,50,1
73,?,13,?,40,0
21,?,6,?,30,0
21,Private,9,Sales,40,0
19,Private,8,Other-service,30,0
45,Private,16,Prof-specialty,40,1
59,Self-emp-inc,10,Exec-managerial,20,0
42,Private,10,Tech-support,40,0
42,Private,13,Prof-specialty,45,1
28,Private,9,Craft-repair,40,0
38,Private,7,Machine-op-inspct,40,0
51,State-gov,11,Prof-specialty,40,0
44,Private,10,Sales,40,1
52,State-gov,4,Other-service,40,0
24,Private,9,Other-service,40,0
52,Private,9,Prof-specialty,40,1
48,Private,15,Exec-managerial,50,1
35,Private,10,Adm-clerical,40,0
39,Private,13,Prof-specialty,30,1
52,Private,4,Handlers-cleaners,40,0
33,Self-emp-inc,10,Craft-repair,60,0
77,?,11,?,25,0
30,Private,14,Exec-managerial,40,0
46,Private,12,Prof-specialty,36,0
27,Private,13,Sales,45,0
50,Local-gov,12,Prof-specialty,40,0
36,Private,13,Sales,35,1
37,Private,10,Exec-managerial,80,1
25,Self-emp-not-inc,9,Craft-repair,36,0
44,Private,9,Other-service,24,0
39,Private,10,Craft-repair,24,0
43,Private,10,Sales,55,1
35,Private,13,Prof-specialty,48,1
30,Private,13,Prof-specialty,50,1
37,Private,9,Exec-managerial,35,0
32,Private,8,Farming-fishing,40,0
18,Private,9,Craft-repair,20,0
22,?,7,?,20,0
29,Private,9,Transport-moving,55,0
73,Private,9,Sales,3,0
26,Private,11,Tech-support,40,0
78,?,14,?,15,0
21,?,10,?,20,0
18,Private,7,Handlers-cleaners,15,0
61,Private,13,Adm-clerical,35,0
41,Private,9,Transport-moving,50,0
19,Private,9,Sales,30,0
37,Federal-gov,10,Exec-managerial,55,1
31,Federal-gov,13,Adm-clerical,40,1
41,Private,9,Machine-op-inspct,40,0
59,Private,7,Craft-repair,40,0
25,Private,9,Adm-clerical,40,0
24,?,10,?,20,0
36,?,11,?,50,0
49,Private,13,Exec-managerial,45,1
47,Private,9,Machine-op-inspct,40,0
49,Private,11,Exec-managerial,45,1
35,Local-gov,9,Protective-serv,35,1
42,Private,13,Exec-managerial,50,0
25,Self-emp-not-inc,7,Sales,40,0
40,Private,9,Craft-repair,40,0
25,Private,5,Machine-op-inspct,45,0
36,Private,13,Exec-managerial,50,1
47,Self-emp-not-inc,10,Adm-clerical,35,1
50,State-gov,9,Other-service,39,0
18,Private,7,Other-service,6,0
33,Self-emp-not-inc,9,Sales,70,1
52,Private,9,Sales,40,0
20,Private,10,Sales,20,0
41,Private,12,Craft-repair,40,0
34,Self-emp-not-inc,9,Transport-moving,80,0
55,Self-emp-not-inc,9,Farming-fishing,70,0
43,Private,9,Craft-repair,70,0
23,Private,9,Craft-repair,40,0
27,Private,10,Sales,11,0
55,State-gov,9,Tech-support,40,1
44,Local-gov,13,Prof-specialty,50,0
34,Private,13,Exec-managerial,45,1
34,Private,10,Handlers-cleaners,40,0
22,Private,13,Exec-managerial,40,0
56,Federal-gov,10,Adm-clerical,40,0
62,Self-emp-not-inc,4,Craft-repair,10,0
23,Private,10,Adm-clerical,30,0
26,Local-gov,6,Other-service,40,0
40,Private,9,Handlers-cleaners,40,0
38,Private,10,Sales,55,1
35,Private,10,Machine-op-inspct,40,0
45,Private,13,Exec-managerial,60,1
18,Private,8,Other-service,30,0
34,Private,9,Other-service,40,0
61,Federal-gov,15,Prof-specialty,50,1
64,?,6,?,56,1
28,Private,8,Sales,40,0
42,Local-gov,13,Prof-specialty,40,0
42,Private,1,Craft-repair,40,0
60,Federal-gov,9,Transport-moving,40,0
44,Private,10,Machine-op-inspct,58,1
23,Private,10,Other-service,40,0
30,Private,6,Craft-repair,40,0
38,Private,10,Exec-managerial,45,1
38,Private,9,Adm-clerical,55,0
18,Private,6,Other-service,24,0
48,Private,9,Machine-op-inspct,48,0
53,Private,7,Handlers-cleaners,40,0
54,Private,9,Adm-clerical,20,0
46,Private,13,Tech-support,40,0
37,Private,11,Prof-specialty,32,0
25,Self-emp-not-inc,10,Craft-repair,50,1
31,Private,12,Adm-clerical,35,0
22,Private,3,Craft-repair,35,0
27,Private,9,Machine-op-inspct,40,0
42,State-gov,14,Prof-specialty,40,0
49,Private,4,Machine-op-inspct,45,0
19,Private,9,Farming-fishing,40,0
19,Private,10,Other-service,20,0
33,Private,12,Sales,46,0
36,Private,9,Adm-clerical,60,0
60,Private,9,Other-service,40,0
27,Private,10,Transport-moving,40,0
33,State-gov,14,Prof-specialty,50,1
25,Private,9,Handlers-cleaners,23,0
72,Self-emp-not-inc,3,Farming-fishing,40,0
29,State-gov,9,Other-service,40,0
19,Private,10,Other-service,20,0
21,State-gov,10,Adm-clerical,35,0
51,Private,13,Prof-specialty,40,1
49,Self-emp-inc,13,Sales,60,0
34,Private,6,Craft-repair,45,1
44,Local-gov,14,Prof-specialty,40,1
22,?,10,?,40,0
34,Self-emp-not-inc,9,Farming-fishing,40,0
30,Private,10,Craft-repair,40,0
28,Private,12,Adm-clerical,40,0
27,Private,9,Transport-moving,15,0
47,State-gov,9,Adm-clerical,40,1
25,?,10,?,40,0
53,Private,10,Craft-repair,48,1
57,Federal-gov,14,Exec-managerial,60,1
55,Private,9,Machine-op-inspct,40,0
44,Private,16,Exec-managerial,40,1
24,Self-emp-inc,9,Other-service,50,1
42,Private,9,Tech-support,40,1
36,Private,9,Tech-support,50,0
47,Self-emp-inc,9,Exec-managerial,40,1
46,Private,9,Farming-fishing,50,0
34,Private,11,Craft-repair,40,0
48,Private,10,Prof-specialty,40,1
31,Private,13,Prof-specialty,35,0
52,?,11,?,50,1
43,Private,9,Exec-managerial,40,0
45,Private,9,Machine-op-inspct,40,0
35,Private,8,Machine-op-inspct,40,0
29,Private,9,Adm-clerical,40,0
29,Private,13,Prof-specialty,45,0
33,Private,1,Farming-fishing,40,0
62,Self-emp-inc,13,Exec-managerial,55,1
31,Private,9,Adm-clerical,37,0
41,State-gov,9,Adm-clerical,40,0
42,Private,9,Exec-managerial,35,1
78,?,5,?,40,0
30,Private,9,Adm-clerical,40,0
28,Self-emp-inc,9,Sales,40,1
45,State-gov,13,Exec-managerial,60,1
40,Local-gov,5,Other-service,40,1
19,Private,10,Sales,20,0
20,Private,9,Transport-moving,40,0
48,Private,9,Craft-repair,45,0
40,Private,13,Machine-op-inspct,45,1
32,Private,9,Sales,46,1
33,Private,9,Craft-repair,40,0
31,Private,13,Sales,60,1
49,Private,9,Machine-op-inspct,40,0
25,Private,10,Other-service,40,0
45,Private,11,Machine-op-inspct,40,1
68,Private,9,Adm-clerical,30,0
48,Local-gov,13,Prof-specialty,50,1
60,Private,10,Transport-moving,28,0
75,Private,2,Other-service,16,0
47,Private,9,Transport-moving,70,0
35,Private,11,Craft-repair,40,1
40,Private,13,Protective-serv,45,0
33,Private,16,Sales,60,1
31,Local-gov,10,Protective-serv,45,0
36,Private,9,Craft-repair,55,0
26,Private,13,Exec-managerial,45,1
58,?,9,?,40,0
46,Private,13,Prof-specialty,32,0
36,Local-gov,9,Adm-clerical,40,0
43,Private,9,Sales,40,0
67,Self-emp-not-inc,13,Prof-specialty,20,1
27,Private,13,Exec-managerial,50,1
53,Local-gov,14,Prof-specialty,40,1
33,Self-emp-not-inc,10,Farming-fishing,98,0
90,Private,10,Adm-clerical,40,0
51,Private,10,Adm-clerical,35,0
33,Private,9,Adm-clerical,40,0
20,?,6,?,40,0
67,Private,6,Transport-moving,16,0
33,Private,12,Sales,32,0
50,Private,9,Other-service,40,0
18,Private,7,Sales,15,0
37,Local-gov,13,Tech-support,45,1
38,Self-emp-not-inc,7,Craft-repair,40,0
51,Local-gov,12,Adm-clerical,30,0
19,Private,10,Handlers-cleaners,25,0
49,Private,10,Adm-clerical,40,1
32,Private,10,Exec-managerial,40,0
40,State-gov,10,Adm-clerical,38,0
67,?,6,?,35,0
35,Self-emp-inc,9,Other-service,50,0
45,Private,13,Exec-managerial,40,1
27,Private,9,Machine-op-inspct,40,0
45,Private,9,Transport-moving,42,0
30,Private,10,Machine-op-inspct,40,0
47,Private,9,Machine-op-inspct,40,0
59,Private,4,Craft-repair,40,0
21,Private,10,Adm-clerical,40,0
34,Private,13,Sales,65,1
41,Self-emp-not-inc,11,Farming-fishing,45,0
46,Private,13,Sales,55,1
37,Private,10,Transport-moving,40,0
39,Private,9,Exec-managerial,60,1
30,Private,10,Craft-repair,40,0
44,Private,10,Craft-repair,65,0
60,Private,10,Craft-repair,44,1
47,Private,6,Craft-repair,35,0
37,Private,5,Transport-moving,40,0
26,Private,9,Machine-op-inspct,40,0
59,Private,5,Other-service,50,0
33,Self-emp-not-inc,10,Craft-repair,48,0
55,Local-gov,13,Prof-specialty,40,1
40,Private,12,Prof-specialty,36,1
39,Private,14,Prof-specialty,40,1
24,Self-emp-not-inc,4,Farming-fishing,50,0
34,Private,10,Exec-managerial,40,1
33,Private,8,Machine-op-inspct,40,0
65,Private,9,Adm-clerical,40,0
50,Private,16,Prof-specialty,65,1
31,Local-gov,13,Prof-specialty,30,0
52,Private,13,Sales,60,0
43,Local-gov,9,Craft-repair,40,0
37,Private,7,Craft-repair,45,0
27,State-gov,13,Prof-specialty,30,0
26,Private,9,Machine-op-inspct,40,0
42,State-gov,10,Adm-clerical,40,0
53,Private,9,Handlers-cleaners,40,0
21,Local-gov,10,Adm-clerical,36,0
66,Private,10,Sales,40,1
36,Private,15,Prof-specialty,60,1
28,Self-emp-not-inc,10,Craft-repair,40,1
68,Private,10,Exec-managerial,30,0
55,Private,14,Prof-specialty,60,0
23,Private,12,Adm-clerical,20,0
46,Private,9,Sales,40,0
25,Private,13,Other-service,38,0
20,?,10,?,40,0
23,Private,13,Exec-managerial,45,0
38,Private,12,Adm-clerical,40,0
31,Private,13,Adm-clerical,40,0
65,Private,9,Priv-house-serv,20,0
41,Private,9,Exec-managerial,40,1
18,Private,9,Adm-clerical,25,0
21,Private,10,Sales,13,0
31,Private,12,Exec-managerial,40,0
33,Private,9,Machine-op-inspct,40,0
46,Private,13,Transport-moving,40,1
46,Private,14,Exec-managerial,50,1
27,Private,13,Adm-clerical,40,1
18,Private,4,Other-service,20,0
40,Private,9,Other-service,40,0
35,Local-gov,9,Adm-clerical,38,0
47,Private,7,Other-service,38,0
27,Private,11,Handlers-cleaners,38,0
20,Private,10,Transport-moving,40,0
24,Private,13,Prof-specialty,35,0
33,Private,9,Other-service,50,0
43,State-gov,11,Prof-specialty,40,1
63,Private,13,Prof-specialty,36,1
55,Self-emp-not-inc,13,Exec-managerial,50,0
33,Private,16,Prof-specialty,60,1
60,Self-emp-not-inc,9,Sales,70,1
28,Private,13,Exec-managerial,48,0
21,Private,9,Handlers-cleaners,40,0
25,Private,11,Prof-specialty,36,0
18,Private,9,Adm-clerical,20,0
58,Private,2,Farming-fishing,40,0
20,Private,10,Adm-clerical,20,0
29,Private,6,Sales,40,0
40,Self-emp-not-inc,9,Craft-repair,66,0
38,Private,9,Adm-clerical,22,0
49,Private,9,Craft-repair,40,0
45,Self-emp-inc,9,Sales,50,0
58,Self-emp-not-inc,5,Craft-repair,40,0
71,Private,11,Adm-clerical,20,0
40,Private,10,Exec-managerial,50,1
50,Private,9,Craft-repair,40,1
37,Private,13,Other-service,40,0
32,Private,9,Machine-op-inspct,40,1
22,Private,9,Adm-clerical,40,0
42,State-gov,10,Tech-support,40,0
58,Private,8,Other-service,24,0
57,State-gov,13,Adm-clerical,40,0
62,?,16,?,40,1
29,Private,9,Exec-managerial,40,0
22,Private,13,Adm-clerical,40,0
17,?,5,?,40,0
63,Local-gov,9,Adm-clerical,45,0
38,Private,6,Adm-clerical,40,0
40,Private,13,Machine-op-inspct,38,0
26,Federal-gov,10,Adm-clerical,15,0
62,?,5,?,21,0
19,Private,9,Handlers-cleaners,40,0
18,?,10,?,30,0
20,Private,10,Farming-fishing,40,0
37,Private,9,Machine-op-inspct,40,0
70,?,10,?,30,0
40,Private,11,Other-service,15,0
18,Private,8,Other-service,18,0
26,Self-emp-not-inc,9,Sales,50,1
60,Self-emp-inc,10,Exec-managerial,50,1
53,Self-emp-not-inc,14,Exec-managerial,35,1
29,Private,9,Adm-clerical,40,0
47,?,9,?,30,1
38,Private,11,Craft-repair,40,0
80,?,12,?,4,0
31,Private,9,Machine-op-inspct,40,0
31,Private,12,Prof-specialty,40,0
58,Self-emp-not-inc,12,Sales,25,1
53,Private,10,Craft-repair,66,0
37,Private,13,Prof-specialty,50,1
34,Local-gov,13,Prof-specialty,40,0
46,Private,9,Craft-repair,40,0
31,Self-emp-not-inc,9,Other-service,40,0
41,State-gov,13,Exec-managerial,40,0
59,Private,9,Craft-repair,60,0
49,Private,6,Machine-op-inspct,40,0
54,Private,9,Sales,50,1
38,Private,13,Exec-managerial,40,1
26,Private,13,Adm-clerical,40,0
46,Self-emp-inc,13,Sales,45,0
68,State-gov,14,Prof-specialty,5,0
56,Private,13,Prof-specialty,40,0
38,Private,9,Exec-managerial,50,0
28,?,6,?,40,0
59,Local-gov,9,Adm-clerical,35,0
23,Private,13,Prof-specialty,40,0
28,Private,9,Exec-managerial,45,0
50,State-gov,14,Prof-specialty,40,0
52,Private,16,Prof-specialty,35,1
43,Private,11,Craft-repair,99,0
